_id,RSN,Property Manager,PCODE,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
188669,4152666,,M1K,2020,2018,1958,PRIVATE,20,Scarborough Southwest,115 FOXRIDGE DR,3,10,2018-12-27,65,Evaluation needs to be conducted in 2 years,15,3,3,3,3,3,4,,3,,,3,4,5,3,3,3,,3,3,,E2023,43.72348712,-79.26602886,323635.43,4842418.318
188670,4261712,KG GROUP,M2N,2017,2018,1945,PRIVATE,18,Willowdale,2 OAKBURN CRES,3,11,2018-12-27,89,Evaluation needs to be conducted in 3 years,15,5,5,5,5,4,5,,5,,,5,3,5,4,4,4,,4,4,,N1828,43.75863165,-79.40540539,312377.294,4846310.018
188671,4154106,BRAYDEN IRWIN,M4J,2017,2018,1950,PRIVATE,14,Toronto-Danforth,325 SAMMON AVE,3,26,2018-12-21,81,Evaluation needs to be conducted in 3 years,15,4,4,5,5,4,4,,4,,,5,3,4,3,4,4,,4,4,,S1426,43.68662208,-79.33483145,318100.224,4838309.488
188672,4155624,DEL MANAGMENT,M6L,2017,2018,1955,TCHC,5,York South-Weston,1622 LAWRENCE AVE W,3,20,2018-12-21,68,Evaluation needs to be conducted in 2 years,17,2,2,3,3,3,5,,4,,5,4,4,4,3,2,2,4,4,4,,W0526,43.70634404,-79.48988983,305599.298,4840487.469
188673,4167767,DEL MANAGMENT,M6M,2017,2018,1974,TCHC,5,York South-Weston,710 TRETHEWEY DR,19,165,2018-12-21,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,4,4,4,,4,5,4,4,5,4,4,3,3,5,W0528,43.69781203,-79.49983057,304798.114,4839539.581
188674,4155399,LEEDALE CONSTRUCTION LTD,M9B,2017,2018,1960,PRIVATE,2,Etobicoke Centre,530 THE EAST MALL,7,110,2018-12-21,75,Evaluation needs to be conducted in 3 years,19,4,4,5,3,3,4,,4,4,3,3,4,5,4,4,4,4,3,3,3,W0232,43.65153438,-79.56320938,299685.571,4834400.211
188675,4155401,,M9B,2017,2018,1969,PRIVATE,2,Etobicoke Centre,535 THE EAST MALL,7,90,2018-12-21,74,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,3,,4,3,4,4,4,5,4,3,4,4,4,3,,W0232,43.6517985,-79.56252812,299740.547,4834429.513
188676,4156740,10-12 ST DENNIS DRIVE LTD,M3C,2017,2018,1967,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,2018-12-21,82,Evaluation needs to be conducted in 2 years,18,4,4,5,5,5,5,3,3,4,,5,4,4,4,4,3,4,4,4,,N1630,43.71721415,-79.33605364,317994.986,4841707.994
188677,4155653,TCH,M6N,2017,2018,1968,TCHC,5,York South-Weston,190 WOOLNER AVE,16,304,2018-12-21,68,Evaluation needs to be conducted in 2 years,18,3,3,4,4,4,2,3,3,3,,4,4,4,4,3,3,3,4,3,,W0539,43.67269775,-79.49068051,305535.861,4836749.508
188678,4153196,,M6G,,2018,1910,PRIVATE,11,University-Rosedale,2 VERMONT AVE,3,16,2018-12-21,60,Evaluation needs to be conducted in 1 year,16,3,3,5,3,2,4,,3,,,3,3,4,3,2,2,3,2,3,,S1125,43.67224156,-79.41462183,311668.929,4836703.171
188679,4153066,THE DMS GROUP,M6R,2017,2018,1966,PRIVATE,4,Parkdale-High Park,55 TRILLER AVE,22,294,2018-12-21,82,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,3,,S0435,43.6399998,-79.44367389,309328.926,4833118.38
188680,4156298,ATIKSON CO-OP,M5T,2018,2018,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2018-12-21,56,Evaluation needs to be conducted in 1 year,18,3,3,3,1,2,3,2,3,3,,3,3,1,3,3,3,4,4,3,,S1023,43.65168796,-79.40055795,312805.773,4834421
188681,4303769,DIXON HOLDINGS,M9R,2018,2018,1968,PRIVATE,2,Etobicoke Centre,63 CALLOWHILL DR,10,112,2018-12-21,65,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,2,3,4,3,,2,4,5,2,4,4,2,1,4,4,W0221,,,299662.554,4837921.687
188682,4156583,SUMMIT HOLDINGS,M9R,2017,2018,1968,PRIVATE,2,Etobicoke Centre,60 CALLOWHILL DR,12,141,2018-12-21,68,Evaluation needs to be conducted in 2 years,19,4,4,4,1,4,4,4,3,4,4,2,4,5,2,4,4,2,2,4,,W0221,43.68215605,-79.56430516,299650.165,4837805.9
188683,4155296,VESTA MANAGEMENT INC,M8X,2017,2018,1952,PRIVATE,3,Etobicoke-Lakeshore,2649 BLOOR ST W,4,48,2018-12-21,63,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,,3,4,3,3,3,5,3,3,3,3,3,3,,W0327,43.64899675,-79.494972,305189.691,4834117.426
188684,4155295,,M8X,2017,2018,1927,PRIVATE,3,Etobicoke-Lakeshore,2651 BLOOR ST W,4,34,2018-12-21,66,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,,3,,3,3,3,5,3,3,3,4,2,3,,W0327,43.64923027,-79.49533657,305160.274,4834143.367
188685,4153010,THE SILVER BRUSH (TSB),M6K,2017,2018,2010,SOCIAL HOUSING,4,Parkdale-High Park,194 DOWLING AVE,4,29,2018-12-21,76,Evaluation needs to be conducted in 2 years,16,3,4,4,4,4,5,,3,4,,3,3,4,4,4,4,,4,,4,S0436,43.63977607,-79.44001123,309624.458,4833093.725
188686,4153107,,M6N,2017,2018,1978,TCHC,9,Davenport,1884 DAVENPORT RD,9,186,2018-12-21,73,Evaluation needs to be conducted in 2 years,19,3,4,4,4,3,4,4,3,3,,4,4,3,4,3,3,4,4,4,4,S0926,43.6707641,-79.45386741,308498.716,4836548.304
188687,4154093,RANEE MANAGEMENT,M4J,2017,2018,1967,PRIVATE,14,Toronto-Danforth,205 COSBURN AVE,12,160,2018-12-21,76,Evaluation needs to be conducted in 3 years,19,5,4,5,4,3,4,3,4,4,3,4,3,4,3,4,5,3,3,4,,S1422,43.69007194,-79.34393549,317365.564,4838691.356
188688,4154100,,M4J,2017,2018,1927,PRIVATE,14,Toronto-Danforth,250 COSBURN AVE,6,40,2018-12-21,72,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,4,,3,5,3,4,4,5,3,3,4,3,3,4,,S1422,43.6909297,-79.34265371,317468.714,4838786.84
188689,4154769,NOVI PROPERTIES,M3C,2017,2018,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2018-12-21,76,Evaluation needs to be conducted in 2 years,19,4,4,5,2,4,3,5,4,4,,3,4,3,4,4,4,3,4,4,4,N1630,43.71517869,-79.33527895,318057.864,4841481.992
188690,4155913,TCH,M6L,2017,2018,1970,TCHC,5,York South-Weston,40 FALSTAFF AVE,19,224,2018-12-21,68,Evaluation needs to be conducted in 2 years,19,3,3,4,3,5,3,2,4,4,3,4,5,4,2,3,3,3,3,4,,W0522,43.71644443,-79.50436564,304432.719,4841609.528
188691,4153962,,M5N,2017,2018,1941,TCHC,8,Eglinton-Lawrence,790 EGLINTON AVE W,4,57,2018-12-21,61,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,4,3,3,2,3,3,3,4,3,2,3,3,3,3,,N0832,43.70168991,-79.42364786,310938.438,4839973.167
188692,4153963,,M5N,2017,2018,1941,TCHC,8,Eglinton-Lawrence,800 EGLINTON AVE W,4,36,2018-12-21,64,Evaluation needs to be conducted in 2 years,19,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,,N0832,43.70147454,-79.42453949,310866.596,4839949.174
188693,4153964,,M5N,2017,2018,1941,TCHC,8,Eglinton-Lawrence,840 EGLINTON AVE W,4,40,2018-12-21,60,Evaluation needs to be conducted in 2 years,19,3,3,3,3,3,4,3,3,3,2,3,3,4,3,2,3,3,3,3,,N0832,43.7014865,-79.42516029,310816.559,4839950.457
188694,4156232,TCH,M6N,2017,2018,1969,TCHC,5,York South-Weston,101 HUMBER BLVD,14,246,2018-12-21,64,Evaluation needs to be conducted in 2 years,19,3,3,3,3,4,3,3,3,4,,3,3,3,3,3,4,4,3,3,3,W0539,43.67980256,-79.48201896,306234.164,4837538.915
188695,4285956,TCH,M6N,2017,2018,1968,TCHC,5,York South-Weston,121 HUMBER BLVD,14,215,2018-12-21,67,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,3,4,3,4,,3,4,3,4,3,3,3,4,3,,W0539,43.67843362,-79.48189259,,
188696,4153526,GLEN CORPORATION,M4Y,2017,2018,1960,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2018-12-21,80,Evaluation needs to be conducted in 3 years,20,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,S1322,43.66860229,-79.37821746,314605.424,4836301.582
188697,4153548,RPMS,M4Y,2017,2018,1973,PRIVATE,13,Toronto Centre,77 HUNTLEY ST,29,561,2018-12-21,81,Evaluation needs to be conducted in 3 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,,4,S1322,43.67162309,-79.37873127,314563.492,4836637.12
188698,4154116,GREENWIN INC,M4K,2017,2018,1968,PRIVATE,14,Toronto-Danforth,130 GOWAN AVE,12,160,2018-12-21,67,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,4,2,4,3,3,4,3,4,3,3,3,3,3,3,,S1421,43.68842868,-79.34998283,316878.417,4838507.925
188699,4155591,,M6N,2017,2018,1968,TCHC,9,Davenport,61 PELHAM PARK GDNS,17,352,2018-12-21,55,Evaluation needs to be conducted in 1 year,20,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,S0926,43.66925972,-79.45779566,308187.607,4836369.289
188700,4154400,,M3M,2017,2018,1966,TCHC,6,York Centre,2195 JANE ST,11,294,2018-12-20,68,Evaluation needs to be conducted in 2 years,19,4,2,5,3,3,3,3,4,4,,3,4,4,3,3,3,4,3,3,4,N0627,43.72221347,-79.50793002,304145.58,4842250.448
188701,4154470,RONA PROPERTY MANAGEMENT,M3J,2017,2018,1966,PRIVATE,7,Humber River-Black Creek,391 SENTINEL RD,4,44,2018-12-20,76,Evaluation needs to be conducted in 2 years,17,5,5,5,4,5,5,,3,5,,5,4,5,3,2,3,2,2,2,,W0731,43.7602818,-79.49913914,304853.94,4846479.576
188702,4155352,,M9P,2017,2018,1953,PRIVATE,1,Etobicoke North,17 RIVERVIEW HTS,4,14,2018-12-20,76,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,3,,4,,,4,4,5,4,4,4,3,3,3,,W0136,43.70159907,-79.52750609,302574.77,4839958.836
188703,4155394,EAST WEST MANAGEMENT,M9C,2017,2018,1969,PRIVATE,2,Etobicoke Centre,545 THE WEST MALL,16,312,2018-12-20,74,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,5,4,4,3,3,3,3,4,4,3,4,4,4,3,,W0231,43.65193531,-79.56812821,299175.535,4834432.713
188704,4154211,ALMEGA PROPERTY MANAGEMENT INC,M3L,2017,2018,1950,PRIVATE,7,Humber River-Black Creek,1738 WILSON AVE,3,10,2018-12-20,67,Evaluation needs to be conducted in 2 years,15,3,3,3,4,,4,,3,,,4,3,5,3,3,3,3,3,3,,W0734,43.72003163,-79.51416323,303643.321,4842008.141
188705,4154212,,M3L,2018,2018,1953,PRIVATE,7,Humber River-Black Creek,1740 WILSON AVE,3,10,2018-12-20,68,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,4,,3,,,4,3,5,3,3,3,4,4,3,,W0734,43.71996931,-79.51444698,303620.457,4842001.222
188706,4154567,,M3H,2017,2018,1995,TCHC,6,York Centre,495 WILSON AVE,5,132,2018-12-20,85,Evaluation needs to be conducted in 3 years,19,4,5,5,3,5,4,5,4,5,,4,4,5,4,4,4,4,4,4,4,N0633,43.73476603,-79.4453546,309186.492,4843646.358
188707,4270720,,M6K,2018,2018,1965,PRIVATE,4,Parkdale-High Park,103 WEST LODGE AVE,18,371,2018-12-20,59,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,3,3,3,,3,3,3,4,3,2,3,3,2,,S0435,43.64491846,-79.43588591,309956.6,4833666.2
188708,4270721,,M6K,2018,2018,1965,PRIVATE,4,Parkdale-High Park,105 WEST LODGE AVE,19,371,2018-12-20,63,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,2,4,3,,2,3,3,4,4,3,4,4,2,,S0435,43.64516038,-79.43669445,309891.349,4833693.03
188709,4154151,MORGUARD NAR CANADA L.P,M4H,2017,2018,1965,PRIVATE,15,Don Valley West,43 THORNCLIFFE PARK DR,20,380,2018-12-20,72,Evaluation needs to be conducted in 3 years,20,4,4,5,2,4,3,3,3,4,3,3,4,5,4,3,3,3,5,3,4,N1533,43.70045036,-79.34450726,317317.056,4839845.249
188710,4154152,MORGUARD NAR CANADA L.P,M4H,2017,2018,1966,PRIVATE,15,Don Valley West,47 THORNCLIFFE PARK DR,25,474,2018-12-20,77,Evaluation needs to be conducted in 2 years,19,5,4,4,3,3,4,3,3,4,3,3,5,5,4,2,4,5,5,4,,N1533,43.70078373,-79.34267244,317464.875,4839882.563
188711,4154153,MORGUARD NAR CANADA L.P,M4H,2017,2018,1968,PRIVATE,15,Don Valley West,49 THORNCLIFFE PARK DR,20,400,2018-12-20,77,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,4,3,2,4,4,3,4,5,3,4,4,3,5,3,,N1533,43.70194881,-79.34234002,317491.421,4840012.05
188712,4154155,CENTENNIAL TOWERS (65) INC.,M4H,2017,2018,1967,PRIVATE,15,Don Valley West,65 THORNCLIFFE PARK DR,20,332,2018-12-20,82,Evaluation needs to be conducted in 2 years,19,4,3,5,5,4,5,4,4,5,5,4,4,5,4,3,3,4,4,3,,N1533,43.70348756,-79.34026915,317658.262,4840182.372
188713,4155282,GILINDO MARCOCCHIO LIMITED,M8Y,,2018,1954,PRIVATE,3,Etobicoke-Lakeshore,172 BERRY RD,4,32,2018-12-20,61,Evaluation needs to be conducted in 2 years,18,3,4,3,3,3,3,,2,3,3,3,4,5,3,3,4,2,2,2,,W0327,43.63667964,-79.49240542,305388.388,4832756.94
188714,4356727,GILINDO MARCOCCHIO LIMITED,M8Y,2018,2018,1952,PRIVATE,3,Etobicoke-Lakeshore,176 BERRY RD,4,29,2018-12-20,62,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,3,,3,3,3,3,4,4,2,3,3,3,2,3,,W0327,43.63656124,-79.49305352,305320.673,4832716.888
188715,4153184,TYNDALLWOOD INVESTMENTS LTD,M6G,2017,2018,1929,PRIVATE,11,University-Rosedale,42 BARTON AVE,4,24,2018-12-20,81,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,3,,4,,,4,4,5,4,5,4,,3,4,,S1125,43.66795711,-79.41412409,311709.549,4836227.241
188716,4156430,TCH,M3L,2017,2018,1972,TCHC,7,Humber River-Black Creek,7 ARLETA AVE,4,201,2018-12-20,72,Evaluation needs to be conducted in 1 year,19,4,3,4,3,3,3,3,4,4,,3,5,5,4,4,3,3,3,3,4,W0732,43.74201,-79.50087162,304714.372,4844449.658
188717,4155991,,M3L,2017,2018,1972,TCHC,7,Humber River-Black Creek,11 ARLETA AVE,4,171,2018-12-20,71,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,3,3,4,4,,3,5,4,4,4,3,3,3,3,4,W0732,43.74294062,-79.50096109,304707.169,4844553.048
188718,4153182,CANLIGHT MANAGEMENT INC.,M6G,2017,2018,1965,PRIVATE,11,University-Rosedale,161 CHRISTIE ST,4,15,2018-12-20,70,Evaluation needs to be conducted in 3 years,16,3,4,3,3,3,3,,3,,4,4,3,5,4,3,4,,4,3,,S1125,43.66770265,-79.41974947,311256.198,4836197.601
188719,4155875,,M9B,2017,2018,1967,PRIVATE,2,Etobicoke Centre,5 CAPRI RD,25,329,2018-12-20,74,Evaluation needs to be conducted in 2 years,18,4,3,5,4,3,4,4,3,3,,3,3,5,4,4,4,,4,3,4,W0232,43.65170956,-79.56453633,299578.285,4834420.709
188720,4155414,CAPREIT,M9R,2017,2018,1965,PRIVATE,1,Etobicoke North,55 BRIDESBURG DR,5,61,2018-12-20,82,Evaluation needs to be conducted in 3 years,17,4,4,4,3,5,3,,4,5,,4,5,5,4,4,4,4,4,4,,W0133,43.69447353,-79.56352803,299669.112,4839180.326
188721,4155590,,M6K,2017,2018,1959,TCHC,9,Davenport,1525 DUNDAS ST W,6,106,2018-12-20,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,3,,S0936,43.64916379,-79.43241883,310236.184,4834137.085
188722,4154040,,M4B,2017,2018,1950,PRIVATE,19,Beaches-East York,514 DAWES RD,4,34,2018-12-20,71,Evaluation needs to be conducted in 1 year,16,4,3,3,3,4,3,,4,,,3,3,5,4,4,3,4,4,3,,S1927,43.7046435,-79.29696078,321148.442,4840318.372
188723,4154049,,M4B,2018,2018,1959,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2018-12-20,64,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,4,,4,4,3,3,4,5,2,2,4,3,2,2,,S1927,43.7069948,-79.29583677,321238.131,4840580.773
188724,4273205,CHURCH 18 HOLDINGS INC.,M4Y,2017,2018,1911,PRIVATE,13,Toronto Centre,67 GLOUCESTER ST,3,15,2018-12-20,74,Evaluation needs to be conducted in 2 years,14,3,4,4,4,4,4,,4,,,3,3,5,3,4,4,,3,,,S1322,43.66706151,-79.38208887,314293.461,4836129.969
188725,4153530,,M4Y,2017,2018,1960,PRIVATE,13,Toronto Centre,100 GLOUCESTER ST,11,212,2018-12-20,72,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,3,3,4,4,,4,2,5,3,4,4,4,3,3,,S1322,43.66806084,-79.37977338,314480.036,4836241.251
188726,4156493,FRED HAGEMAN'S HOLDINGS LTD,M3N,2017,2018,1971,PRIVATE,7,Humber River-Black Creek,355 GRANDRAVINE DR,15,118,2018-12-20,61,Evaluation needs to be conducted in 2 years,19,2,3,4,3,4,4,3,2,2,,4,4,2,4,3,3,2,4,2,3,W0732,43.74695936,-79.51314382,303707.642,4845032.763
188727,4154580,TCH,M3H,2017,2018,1962,TCHC,6,York Centre,12 KING HIGH AVE,3,31,2018-12-20,85,Evaluation needs to be conducted in 3 years,16,4,4,4,5,4,4,5,4,,,5,3,5,4,4,5,,4,4,,N0629,43.73622824,-79.44309909,309368.074,4843808.919
188728,4153168,BBS PROPERTY MANAGEMENT,M6G,2017,2018,1930,PRIVATE,11,University-Rosedale,496 MONTROSE AVE,3,24,2018-12-19,56,Evaluation needs to be conducted in 2 years,16,2,3,4,2,1,3,,2,,,2,3,5,3,3,3,3,3,3,,S1132,43.66285153,-79.42106608,311150.555,4835658.55
188729,4153059,NJS CAPITAL MANAGEMENT,M6K,2017,2018,1935,PRIVATE,4,Parkdale-High Park,34 NOBLE ST,3,18,2018-12-19,69,Evaluation needs to be conducted in 2 years,14,3,3,4,4,3,4,,3,,,4,3,5,3,3,3,,3,,,S0435,43.64286774,-79.43138863,310319.871,4833437.692
188730,4153067,ARISTOCRAT PROPERTY MANAGEMENT,M6R,2017,2018,1967,PRIVATE,4,Parkdale-High Park,59 RONCESVALLES AVE,4,38,2018-12-19,64,Evaluation needs to be conducted in 2 years,14,3,3,4,3,3,3,,3,,,2,3,5,2,4,4,,3,,,S0435,43.64071962,-79.4465974,309092.998,4833198.193
188731,4155278,THE MORASSUTTI GROUP,M8Y,2017,2018,1950,PRIVATE,3,Etobicoke-Lakeshore,158 BERRY RD,4,30,2018-12-19,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,,4,,3,3,3,4,3,4,4,3,3,3,,W0327,43.63726714,-79.4896576,305618.818,4832813.412
188732,4153183,CASTLEHILL PROPERTY MANAGEMENT,M6G,2018,2018,1919,PRIVATE,11,University-Rosedale,38 BARTON AVE,4,18,2018-12-19,65,Evaluation needs to be conducted in 2 years,16,3,4,3,3,2,3,,4,,,3,4,5,3,3,4,2,3,3,,S1125,43.66806359,-79.41389811,311727.76,4836239.086
188733,4154223,GREENWIN CORP.,M3L,2017,2018,1972,PRIVATE,7,Humber River-Black Creek,160 CHALKFARM DR,23,466,2018-12-19,66,Evaluation needs to be conducted in 2 years,19,4,4,3,3,3,3,3,3,3,,4,3,4,3,4,3,3,3,3,4,W0734,43.72432356,-79.51474864,303596.246,4842484.943
188734,4154220,GREENWIN CORP.,M3L,2017,2018,1974,PRIVATE,7,Humber River-Black Creek,200 CHALKFARM DR,28,223,2018-12-19,65,Evaluation needs to be conducted in 2 years,19,4,4,3,2,4,4,3,3,3,,2,3,4,4,4,3,4,3,2,3,W0734,43.72422569,-79.5106544,303926.11,4842474.01
188735,4155412,1847548 ONTARIO LTD.,M9R,2017,2018,1962,PRIVATE,1,Etobicoke North,80 BLACKFRIAR AVE,3,45,2018-12-19,68,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,,3,,4,3,3,5,3,3,3,3,4,2,,W0133,43.69827408,-79.56240459,299754.433,4839592.821
188736,4155411,,M9R,2020,2018,1968,PRIVATE,1,Etobicoke North,111 BLACKFRIAR AVE,3,39,2018-12-19,64,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,,2,,,2,2,4,4,4,3,2,4,3,,W0133,43.69927657,-79.56164594,299815.663,4839704.147
188737,4153525,,M4Y,2017,2018,1929,PRIVATE,13,Toronto Centre,40 EARL ST,5,39,2018-12-19,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,4,,3,3,5,4,4,4,,4,4,,S1322,43.66881614,-79.37595291,314788.014,4836325.598
188738,4154044,HAVCARE INVESTMENTS INC.,M4B,2018,2018,1966,PRIVATE,19,Beaches-East York,500 DAWES RD,14,305,2018-12-19,57,Building Audit,19,3,3,3,3,2,3,2,2,4,3,2,3,3,3,3,3,3,3,3,,S1927,43.70330588,-79.29817493,321050.685,4840170.484
188739,4154041,,M4B,2017,2018,1960,PRIVATE,19,Beaches-East York,510 DAWES RD,4,62,2018-12-19,71,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,3,,4,4,,3,3,5,3,4,4,4,4,2,4,S1927,43.7043478,-79.29729307,321121.48,4840286.411
188740,4154091,GRANVIEW PROPERTY MANAGEMENT,M4J,2017,2018,1965,PRIVATE,14,Toronto-Danforth,175 COSBURN AVE,4,30,2018-12-19,62,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,,3,,3,2,3,5,3,3,3,3,3,3,,S1422,43.68995895,-79.34509068,317272.466,4838678.636
188741,4154096,GRANVIEW PROPERTY MANAGEMENT,M4J,2017,2018,1965,PRIVATE,14,Toronto-Danforth,200 COSBURN AVE,6,45,2018-12-19,67,Evaluation needs to be conducted in 3 years,18,3,3,4,4,3,3,,3,3,3,3,2,5,3,3,4,5,3,3,,S1422,43.69050324,-79.34476858,317298.318,4838739.151
188742,4155193,,M6N,2017,2018,1958,PRIVATE,5,York South-Weston,80 GUESTVILLE AVE,4,53,2018-12-19,74,Evaluation needs to be conducted in 2 years,16,3,3,3,4,4,4,,4,,3,4,4,5,4,4,3,,4,3,,W0535,43.68411752,-79.49011338,305581.481,4838018.193
188743,4154118,,M4K,2017,2018,1968,PRIVATE,14,Toronto-Danforth,80 GOWAN AVE,11,88,2018-12-19,86,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,5,,4,5,3,4,5,5,4,4,5,4,4,3,,S1421,43.68815681,-79.35162702,316745.93,4838477.495
188744,4155195,NORCAP PROPERTIES INC.,M6N,2017,2018,1958,PRIVATE,5,York South-Weston,15 GRAY AVE,3,17,2018-12-19,83,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,4,,4,,,4,5,5,4,4,4,,4,3,,W0535,43.6812021,-79.49310534,305340.27,4837694.285
188745,4154341,JOLAN PROPERTIES INC.,M6L,2017,2018,1965,PRIVATE,5,York South-Weston,1640 LAWRENCE AVE W,9,92,2018-12-19,77,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,3,4,5,3,3,3,5,5,3,4,4,5,4,3,,W0526,43.70581597,-79.49295149,305352.55,4840428.784
188746,4154463,N.H.D. DEVELOPMENTS LIMITED,M3J,2017,2018,1972,PRIVATE,7,Humber River-Black Creek,3710 KEELE ST,9,92,2018-12-19,67,Evaluation needs to be conducted in 2 years,18,3,4,2,3,3,4,4,3,3,,3,3,4,4,4,3,4,3,3,,W0731,43.75654049,-79.48978751,305606.988,4846063.982
188747,4153507,EICHLER MANAGEMENT GROUP,M4Y,2017,2018,1888,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2018-12-19,78,Evaluation needs to be conducted in 3 years,16,4,4,4,4,4,4,,4,,,4,3,5,3,4,4,4,3,4,,S1322,43.66751678,-79.37923338,314523.675,4836180.868
188748,4154343,BROKENGOAT INVESTMENTS,M6L,2017,2018,1959,PRIVATE,5,York South-Weston,2 PIMLICO RD,3,12,2018-12-19,83,Evaluation needs to be conducted in 3 years,15,4,4,4,4,4,4,,4,,,4,4,5,4,4,5,,4,4,,W0526,43.70781589,-79.48288044,306164.176,4840651.059
188749,4152831,,M1G,2017,2018,1967,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,2018-12-19,74,Evaluation needs to be conducted in 3 years,20,4,4,5,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,1,4,E2427,43.76521124,-79.20544822,328499.948,4847069.129
188750,4154468,,M3J,2017,2018,1967,PRIVATE,7,Humber River-Black Creek,170 SENTINEL RD,4,60,2018-12-19,50,Evaluation needs to be conducted in 2 years,18,3,3,3,1,2,3,3,3,2,,1,2,4,3,3,2,3,2,2,,W0731,43.75162192,-79.49746966,304988.387,4845517.507
188751,4154189,,M4G,2019,2018,1939,PRIVATE,15,Don Valley West,872 MILLWOOD RD,3,10,2018-12-18,64,Evaluation needs to be conducted in 3 years,16,3,3,4,4,2,3,,4,,2,5,3,5,2,3,3,,3,2,,N1531,43.70410642,-79.36518379,315650.137,4840247.591
188752,4153138,,M6J,2017,2018,1989,SOCIAL HOUSING,10,Spadina-Fort York,24 SHAW ST,9,200,2018-12-18,69,Evaluation needs to be conducted in 3 years,18,4,3,5,2,4,3,3,3,4,,3,4,3,4,3,4,,3,4,3,S1027,43.64233636,-79.41608435,311554.662,4833379.707
188753,4155223,IMPERRA GENERAL MANAGMENT,M8Y,2017,2018,1960,PRIVATE,3,Etobicoke-Lakeshore,810 ROYAL YORK RD,6,60,2018-12-18,76,Evaluation needs to be conducted in 3 years,18,4,3,4,4,4,3,,4,4,4,5,3,5,3,4,4,3,4,3,,W0325,43.63955338,-79.50902403,304055.942,4833068.369
