_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
187482,4154919,2017.0,2018,1970.0,PRIVATE,16,Don Valley East,1274 YORK MILLS RD,7,73,2019-03-06,79,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,N1622,43.761353758199995,-79.3264582333,318757.929,4846613.211
187483,4154918,2018.0,2018,1959.0,PRIVATE,16,Don Valley East,1284 YORK MILLS RD,7,63,2019-03-06,73,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,,N1622,43.761593976099995,-79.32540301819999,318842.838,4846640.075
187484,4154915,2017.0,2018,1961.0,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,2019-03-06,78,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,N1625,43.7616285056,-79.3217659908,319135.683,4846644.525
187485,4475546,2019.0,2018,2016.0,PRIVATE,19,Beaches-East York,763 WOODBINE AVE,7,64,2019-03-06,82,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1935,43.680776029899995,-79.3103915859,320072.003,4837664.262
187486,4152602,2019.0,2018,1960.0,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,2019-03-06,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,2.0,5.0,4.0,4.0,4.0,,3.0,4.0,,E2028,43.70565801,-79.29427437060001,321364.674,4840431.61
187487,4152603,2017.0,2018,1962.0,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,2019-03-06,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,2.0,5.0,4.0,4.0,4.0,,4.0,3.0,,E2028,43.705966961,-79.294406813,321353.654,4840466.863
187488,4250262,2017.0,2018,1989.0,SOCIAL HOUSING,11,University-Rosedale,805 BLOOR ST W,4,24,2019-03-06,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1132,43.662679383000004,-79.421476232,311117.231,4835640.346
187489,4155335,2017.0,2018,1954.0,PRIVATE,2,Etobicoke Centre,7 ANGLESEY BLVD,4,19,2019-03-05,84,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0229,43.6651374005,-79.5205512959,303126.88800000004,4835909.86
187490,4153358,2017.0,2018,1925.0,PRIVATE,12,Toronto-St. Paul's,320 AVENUE RD,4,24,2019-03-05,73,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1237,43.680284571099996,-79.39922737479999,312909.538,4837597.137
187491,4153364,2017.0,2018,1925.0,PRIVATE,12,Toronto-St. Paul's,340 AVENUE RD,4,24,2019-03-05,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1237,43.6808450996,-79.39947513,312889.488,4837659.387
187492,4153363,2017.0,2018,1925.0,PRIVATE,12,Toronto-St. Paul's,342 AVENUE RD,4,24,2019-03-05,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1237,43.6809882879,-79.3995321182,312884.875,4837675.29
187493,4153972,2017.0,2018,1967.0,PRIVATE,8,Eglinton-Lawrence,655 BRIAR HILL AVE,4,36,2019-03-05,79,Evaluation needs to be conducted in 3 years,18,4.0,3.0,5.0,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,,N0832,43.707577077799996,-79.4274046022,310635.081,4840626.937
187494,4153970,2017.0,2018,1974.0,PRIVATE,8,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,2019-03-05,90,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,,4.0,4.0,,N0832,43.708094977600005,-79.4275758961,310621.226,4840684.455
187495,4153791,2017.0,2018,1965.0,PRIVATE,15,Don Valley West,435 EGLINTON AVE E,12,52,2019-03-05,72,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,N1530,43.709548032,-79.3831759737,314199.208,4840849.994
187496,4153793,2017.0,2018,1965.0,PRIVATE,15,Don Valley West,485 EGLINTON AVE E,12,108,2019-03-05,74,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,,N1530,43.709939802799994,-79.38136487850001,314345.087,4840893.716
187497,4155074,2017.0,2018,1968.0,PRIVATE,9,Davenport,531 CALEDONIA RD,4,24,2019-03-05,67,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,,S0921,43.69126949939999,-79.46117367560001,307914.356,4838813.374
187498,4155071,2017.0,2018,1960.0,PRIVATE,9,Davenport,500 GILBERT AVE,3,29,2019-03-05,80,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.691812331099996,-79.4635662158,307721.469,4838873.59
187499,4155070,2017.0,2018,1960.0,PRIVATE,9,Davenport,502 GILBERT AVE,3,23,2019-03-05,79,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
187500,4153691,2017.0,2018,1920.0,PRIVATE,19,Beaches-East York,441 KINGSTON RD,3,15,2019-03-05,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,,S1938,43.6767157275,-79.303971101,320590.73,4837214.351
187501,4155336,2017.0,2018,1954.0,PRIVATE,2,Etobicoke Centre,3 ANGLESEY BLVD,4,22,2019-03-05,81,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0229,43.66525873609999,-79.5202448321,303151.607,4835923.333000001
187502,4153789,2017.0,2018,1958.0,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,2019-03-05,71,Evaluation needs to be conducted in 3 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,N1530,43.7089290278,-79.3843041849,314108.39,4840781.103
187503,4153237,2017.0,2018,1965.0,PRIVATE,11,University-Rosedale,276 ST GEORGE ST,9,88,2019-03-05,66,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S1127,43.6735780658,-79.4030693901,312600.601,4836851.692
187504,4153233,2017.0,2018,1971.0,PRIVATE,11,University-Rosedale,277-283 ST GEORGE ST,10,74,2019-03-05,67,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,S1127,43.6738630034,-79.402497263,312646.701,4836883.399
187505,4153467,2017.0,2018,1971.0,PRIVATE,11,University-Rosedale,666 SPADINA AVE,24,334,2019-03-05,79,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,S1134,43.663994341999995,-79.40305137600001,312602.99199999997,4835787.955
187506,4153958,2017.0,2018,1962.0,PRIVATE,8,Eglinton-Lawrence,15 SHALLMAR BLVD,7,78,2019-03-05,76,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0832,43.703946443999996,-79.424475355,310871.253,4840224.76
187507,4152993,2017.0,2018,1977.0,PRIVATE,4,Parkdale-High Park,96 JAMESON AVE,6,72,2019-03-05,64,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,,S0437,43.63476362390001,-79.4354387074,309993.79600000003,4832537.146000001
187508,4152989,2017.0,2018,1955.0,PRIVATE,4,Parkdale-High Park,130 JAMESON AVE,7,108,2019-03-05,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,5.0,3.0,,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,,S0437,43.636376149700006,-79.4361595734,309935.497,4832716.239
187509,4154522,2017.0,2018,1956.0,PRIVATE,8,Eglinton-Lawrence,16 HOTSPUR RD,3,12,2019-03-05,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.73325697600001,-79.4341048887,310075.36199999996,4843467.916
187510,4154523,2017.0,2018,1956.0,PRIVATE,8,Eglinton-Lawrence,20 HOTSPUR RD,3,12,2019-03-05,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,,3.0,4.0,3.0,3.0,,N0823,43.7331587008,-79.4345882213,310034.957,4843456.2639999995
187511,4154551,2017.0,2018,1950.0,PRIVATE,8,Eglinton-Lawrence,21 NEPTUNE DR,3,10,2019-03-05,81,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,,5.0,5.0,4.0,5.0,4.0,,3.0,4.0,3.0,3.0,,N0823,43.7310658741,-79.4337847571,310118.82,4843235.978999999
187512,4154550,2017.0,2018,1950.0,PRIVATE,8,Eglinton-Lawrence,23 NEPTUNE DR,3,10,2019-03-05,81,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,,5.0,5.0,4.0,5.0,4.0,,3.0,4.0,3.0,3.0,,N0823,43.7309371038,-79.43391219909999,310108.565,4843221.665
187513,4327367,2018.0,2018,1949.0,PRIVATE,6,York Centre,12 ROSSEAU RD,3,11,2019-03-05,68,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,N0629,43.742014423,-79.4373039157,309843.087,4844439.041
187514,4329035,2018.0,2018,1949.0,PRIVATE,6,York Centre,14 ROSSEAU RD,3,11,2019-03-05,66,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0629,43.742214529399995,-79.437433562,309823.955,4844474.267
187515,4154589,,2018,1954.0,PRIVATE,6,York Centre,23 ROSSEAU RD,3,11,2019-03-05,69,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,4.0,3.0,4.0,,3.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,N0629,43.743260449,-79.43682504739999,309872.882,4844590.495
187516,4154590,,2018,1954.0,PRIVATE,6,York Centre,25 ROSSEAU RD,3,11,2019-03-05,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,N0629,43.74342265520001,-79.43700806310001,309858.12899999996,4844608.506
187517,4154597,2017.0,2018,1949.0,PRIVATE,6,York Centre,26 ROSSEAU RD,3,11,2019-03-05,66,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0629,43.743239984,-79.4377635242,309797.298,4844588.17
187518,4152921,2017.0,2018,1975.0,PRIVATE,4,Parkdale-High Park,494 RUNNYMEDE RD,3,36,2019-03-05,73,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,,,5.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S0426,43.6595761764,-79.4801030062,306389.17600000004,4835291.941000001
187519,4153692,2017.0,2018,1960.0,PRIVATE,19,Beaches-East York,419 WOODBINE AVE,3,11,2019-03-05,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1938,43.67374715810001,-79.3071214297,320337.471,4836883.9569999995
187520,4288801,2017.0,2018,1920.0,PRIVATE,19,Beaches-East York,84 WILLOW AVE,3,18,2019-03-05,67,Evaluation needs to be conducted in 1 year,14,4.0,3.0,3.0,3.0,,3.0,,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,,,S1942,43.6726703072,-79.2866950453,321984.865,4836768.337
187521,4153179,2017.0,2018,1971.0,PRIVATE,11,University-Rosedale,34 WALMER RD,10,61,2019-03-05,79,Evaluation needs to be conducted in 3 years,20,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,S1126,43.668157441000005,-79.406612526,312315.279,4836250.126
187522,4153187,2017.0,2018,1960.0,PRIVATE,11,University-Rosedale,44 WALMER RD,13,85,2019-03-05,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,S1126,43.669071978999995,-79.406941997,312288.598,4836351.698
187523,4156448,2017.0,2018,1954.0,PRIVATE,2,Etobicoke Centre,310 THE KINGSWAY,3,22,2019-03-05,80,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,,,5.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,,W0229,43.664397075,-79.52321953100001,302902.147,4835840.037
187524,4156357,2017.0,2018,1954.0,PRIVATE,2,Etobicoke Centre,314 THE KINGSWAY,3,22,2019-03-05,85,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0229,43.66458226100001,-79.523537566,302881.557,4835854.438
187525,4156293,2017.0,2018,1967.0,PRIVATE,8,Eglinton-Lawrence,111 RIDELLE AVE,18,139,2019-03-05,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,N0832,43.7043088813,-79.4391249601,309690.767,4840263.024
187526,4154909,2017.0,2018,1962.0,PRIVATE,16,Don Valley East,67 PARKWOODS VILLAGE DR,7,78,2019-03-05,95,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,N1625,43.7604077056,-79.32114983470001,319185.587,4846509.004
187527,4154903,2017.0,2018,1963.0,PRIVATE,16,Don Valley East,70 PARKWOODS VILLAGE DR,6,65,2019-03-05,99,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,N1625,43.7598996821,-79.3227165337,319059.553,4846452.297
187528,4154912,,2018,1962.0,PRIVATE,16,Don Valley East,71 PARKWOODS VILLAGE DR,7,81,2019-03-05,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,N1625,43.7607627903,-79.3217087274,319140.499,4846548.357
187529,4153355,2017.0,2018,1956.0,PRIVATE,12,Toronto-St. Paul's,291 AVENUE RD,8,96,2019-03-04,81,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,,,S1238,43.6793636131,-79.39811328569999,312999.49199999997,4837494.932
187530,4154908,2017.0,2018,1965.0,PRIVATE,16,Don Valley East,57 PARKWOODS VILLAGE DR,7,87,2019-03-04,75,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,,N1625,43.7601500687,-79.3205133557,319236.899,4846480.491
187531,4170952,2017.0,2018,1925.0,PRIVATE,12,Toronto-St. Paul's,330 AVENUE RD,3,19,2019-03-04,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,,S1237,43.6805441352,-79.3993378431,312900.596,4837625.963
187532,4155235,2017.0,2018,1958.0,PRIVATE,3,Etobicoke-Lakeshore,169 BERRY RD,4,25,2019-03-04,75,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,4.0,4.0,3.0,,5.0,,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,,W0329,43.637123520500005,-79.4874115114,305800.066,4832797.477
187533,4246916,2017.0,2018,1967.0,PRIVATE,15,Don Valley West,300 EGLINTON AVE E,15,96,2019-03-04,78,Evaluation needs to be conducted in 3 years,20,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,N1537,43.708925086899995,-79.3890965678,313722.169,4840780.1389999995
187534,4154298,,2018,1962.0,PRIVATE,5,York South-Weston,1619 LAWRENCE AVE W,4,24,2019-03-04,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,,W0529,43.705269832,-79.4911827537,305495.106,4840368.12
187535,4155504,2017.0,2018,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2507 LAKE SHORE BLVD W,3,21,2019-03-04,60,Building Audit,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,2.0,,3.0,3.0,,W0336,43.6119437281,-79.4894785843,305633.594,4830000.121
187536,4153800,2017.0,2018,1973.0,PRIVATE,12,Toronto-St. Paul's,101 ROEHAMPTON AVE,20,129,2019-03-04,68,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,S1221,43.70836176,-79.395388172,313214.933,4840717.855
187537,4153074,2017.0,2018,1911.0,PRIVATE,9,Davenport,1505 DUNDAS ST W,3,12,2019-03-04,63,Evaluation needs to be conducted in 1 year,15,3.0,4.0,4.0,2.0,2.0,3.0,,4.0,,,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,,,S0936,43.649474046899996,-79.4321012172,310261.776,4834171.571
187538,4156523,2017.0,2018,1950.0,PRIVATE,2,Etobicoke Centre,4750 DUNDAS ST W,4,14,2019-03-04,71,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,,,4.0,2.0,4.0,4.0,4.0,3.0,,4.0,3.0,,W0229,43.652601481000005,-79.525645179,302689.55199999997,4834490.961
187539,4156289,2017.0,2018,1950.0,PRIVATE,2,Etobicoke Centre,4752 DUNDAS ST W,4,14,2019-03-04,72,Evaluation needs to be conducted in 3 years,15,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,4.0,3.0,3.0,4.0,4.0,3.0,,4.0,3.0,,W0229,43.652394933000004,-79.525845839,302688.053,4834472.61
187540,4154911,2017.0,2018,1963.0,PRIVATE,16,Don Valley East,111 COMBERMERE DR,7,81,2019-03-04,85,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1625,43.7587471272,-79.319372054,319329.13300000003,4846324.826
187541,4154910,2017.0,2018,1963.0,PRIVATE,16,Don Valley East,121 COMBERMERE DR,8,66,2019-03-04,89,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,N1625,43.759361454099995,-79.318888833,319367.896,4846393.16
187542,4155073,2017.0,2018,1970.0,PRIVATE,9,Davenport,478 CALEDONIA RD,3,20,2019-03-04,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,,S0921,43.6893077444,-79.4610170083,307927.075,4838595.44
187543,4155072,2017.0,2018,1960.0,PRIVATE,9,Davenport,480 CALEDONIA RD,4,28,2019-03-04,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0921,43.6895758413,-79.4611447354,307916.766,4838625.219
187544,4155077,2017.0,2018,1960.0,PRIVATE,9,Davenport,524 HARVIE AVE,3,29,2019-03-04,81,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S0921,43.690797153000005,-79.45585728479999,308342.955,4838761.115
187545,4155076,2017.0,2018,1960.0,PRIVATE,9,Davenport,526 HARVIE AVE,3,29,2019-03-04,81,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S0921,43.6908079403,-79.4562196072,308313.74600000004,4838762.298
187546,4155075,2017.0,2018,1958.0,PRIVATE,9,Davenport,554 HARVIE AVE,4,15,2019-03-04,83,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,S0921,43.6917385264,-79.456539283,308287.92600000004,4838865.6680000005
187547,4153153,2018.0,2018,1925.0,PRIVATE,9,Davenport,34 HEYDON PARK RD,3,31,2019-03-04,61,Evaluation needs to be conducted in 2 years,14,2.0,3.0,4.0,2.0,2.0,2.0,,4.0,,,2.0,2.0,5.0,3.0,4.0,5.0,,3.0,,,S0934,43.652977027700004,-79.42702579430001,310670.881,4834561.084
187548,4153946,2017.0,2018,1930.0,PRIVATE,12,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,2019-03-04,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,3.0,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,,S1225,43.700999573100006,-79.4241109809,310901.18,4839896.436000001
187549,4155006,2017.0,2018,1955.0,PRIVATE,12,Toronto-St. Paul's,1065 EGLINTON AVE W,4,34,2019-03-04,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1224,43.698898756800006,-79.4340201951,310102.647,4839662.339
187550,4155005,2017.0,2018,1955.0,PRIVATE,12,Toronto-St. Paul's,1071 EGLINTON AVE W,3,33,2019-03-04,71,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S1224,43.6988240231,-79.4343514595,310075.95,4839654.0139999995
187551,4154902,2017.0,2018,1962.0,PRIVATE,16,Don Valley East,76 PARKWOODS VILLAGE DR,6,65,2019-03-04,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,,N1625,43.760185352700006,-79.32325685810001,319015.977,4846483.943
187552,4155251,2017.0,2018,1960.0,PRIVATE,3,Etobicoke-Lakeshore,159 STEPHEN DR,4,24,2019-03-04,84,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,W0327,43.6389598462,-79.4872934251,305809.566,4833001.4860000005
187553,4155252,2018.0,2018,1954.0,PRIVATE,3,Etobicoke-Lakeshore,167 STEPHEN DR,4,44,2019-03-04,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,3.0,,3.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,,W0327,43.6392913192,-79.4876408475,305781.53,4833038.307
187554,4155253,2017.0,2018,1960.0,PRIVATE,3,Etobicoke-Lakeshore,193 STEPHEN DR,3,10,2019-03-04,81,Evaluation needs to be conducted in 3 years,17,5.0,4.0,4.0,4.0,3.0,5.0,,5.0,,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,W0327,43.640715018,-79.488178586,305737.446,4833198.606000001
